ITEM;ENTIDADE;UF;Regiao;ID_MUNICIPIO;Localizacao;nota_CN;tipo;scores;categoria;PE;DOUTORADO;MESTRADO;ESPECIALIZAÇÃO;SEM.QUALIFICAÇÃO
14785;26128403;PE;Nordeste;2611606;Urbana;476,2;Regular;60,16605211;Adequada;0,76;0;0;0;1
14786;41065107;PR;Sul;4112751;Urbana;471,5;Regular;60,16752695;Adequada;0,33;0;0;1;0
14787;17027608;TO;Norte;1703842;Urbana;459,8;Regular;60,16788592;Adequada;0,72;0;0;0;1
14788;31043125;MG;Sudeste;3127701;Urbana;495,7;Regular;60,16788592;Adequada;0,36;0;0;0,75;0,25
14789;33092478;RJ;Sudeste;3305109;Urbana;493,3;Profissionalizante;60,16788592;Adequada;0,76;0;0;0;1
14790;33008272;RJ;Sudeste;3301009;Urbana;475,8;Regular;60,16811672;Adequada;0,64;0;0;0;1
14791;31141135;MG;Sudeste;3135704;Urbana;480,5;Regular;60,1693502;Adequada;0,67;0;0;0,5;0,5
14792;41127102;PR;Sul;4106902;Urbana;530,8;Regular;60,17324682;Adequada;0,93;0,36;0;0,64;0
14793;23246731;CE;Nordeste;2309904;Urbana;516,9;Profissionalizante;60,17980345;Adequada;1;0;0;0,66;0,34
14794;31091600;MG;Sudeste;3145059;Rural;510,9;Regular;60,18208703;Adequada;0,44;0;0;0;1
14795;23244712;CE;Nordeste;2314102;Urbana;512,9;Profissionalizante;60,18286968;Adequada;0,83;0;0;0,2;0,8
14796;31075230;MG;Sudeste;3139409;Urbana;544,3;Cívico-Militar;60,18286968;Adequada;0,67;0;0,33;0,25;0,42
14797;31118958;MG;Sudeste;3148004;Urbana;524,7;Regular;60,18286968;Adequada;0,79;0;0;0,31;0,69
14798;35026591;SP;Sudeste;3538105;Urbana;513,8;Regular;60,18345673;Adequada;0,33;0;0;0;1
14799;24055360;RN;Nordeste;2412203;Urbana;478;Profissionalizante;60,18499717;Adequada;0,82;0;0,21;0,15;0,64
14800;50012177;MS;CO;5008305;Urbana;480,2;Regular;60,19331785;Adequada;0,59;0;0,26;0,43;0,3
14801;51046903;MT;CO;5107040;Urbana;498,4;Profissionalizante;60,19331785;Adequada;0,85;0;0,24;0,66;0,1
14802;11006641;RO;Norte;1100106;Urbana;478,9;Regular;60,1935413;Adequada;0,5;0;0;0,33;0,67
14803;31147010;MG;Sudeste;3152170;Urbana;471,7;Profissionalizante;60,1935413;Adequada;0,6;0;0;0,44;0,56
14804;41069633;PR;Sul;4101051;Urbana;473,9;Regular;60,1935413;Adequada;0,67;0;0;0,5;0,5
14805;43134335;RS;Sul;4318101;Urbana;494,9;Profissionalizante;60,1935413;Adequada;0,34;0;0;0,85;0,15
14806;43167446;RS;Sul;4323002;Rural;493,7;Regular;60,1935413;Adequada;1;0;0;0;1
14807;50014625;MS;CO;5005004;Urbana;496;Regular;60,1935413;Adequada;0,67;0;0;0,5;0,5
14808;21100560;MA;Nordeste;2101202;Urbana;544,4;Cívico-Militar;60,19475571;Adequada;0,4;0;0;0;1
14809;43023355;RS;Sul;4302105;Urbana;524,9;Regular;60,19687993;Adequada;0,84;0;0;0,4;0,6
14810;41028279;PR;Sul;4122701;Urbana;483;Regular;60,19854246;Adequada;0,69;0;0;1;0
14811;41360060;PR;Sul;4101804;Urbana;492,7;Regular;60,19854246;Adequada;0,54;0,31;0;0,54;0,15
14812;23162961;CE;Nordeste;2304202;Urbana;463,3;Regular;60,20503259;Adequada;0,55;0;0;0;1
14813;23264616;CE;Nordeste;2304202;Urbana;481,5;Regular;60,20503259;Adequada;0,37;0;0;0,54;0,46
14814;28002245;SE;Nordeste;2805406;Urbana;471,2;Regular;60,20503259;Adequada;0,65;0;0,39;0,35;0,26
14815;41354125;PR;Sul;4115804;Urbana;460,1;EJA;60,20682995;Adequada;0,77;0;0,5;0,5;0
14816;35000796;SP;Sudeste;3550308;Urbana;465,8;Regular;60,21468421;Adequada;0,33;0;0,71;0;0,29
14817;35015519;SP;Sudeste;3522406;Urbana;481,1;Regular;60,21468421;Adequada;0,52;0;0;0,64;0,36
14818;35033200;SP;Sudeste;3504008;Urbana;492,8;Regular;60,21468421;Adequada;0,38;0;0;0;1
14819;23064684;CE;Nordeste;2304400;Urbana;524;Regular;60,21589462;Adequada;0,69;0;0,03;0,14;0,83
14820;52061841;GO;CO;5215306;Urbana;503,7;Regular;60,21702138;Adequada;0,33;0;0;0;1
14821;24005878;RN;Nordeste;2402303;Urbana;456,3;Profissionalizante;60,2192484;Adequada;0,55;0;0;0,65;0,35
14822;41126050;PR;Sul;4105805;Urbana;485,6;Regular;60,22048211;Adequada;0,61;0;0,45;0,55;0
14823;41136225;PR;Sul;4119509;Urbana;498,6;Regular;60,22048211;Adequada;0,92;0;0;0,57;0,43
14824;31146471;MG;Sudeste;3110806;Urbana;494;Regular;60,22222994;Adequada;1;0;0;0;1
14825;31172600;MG;Sudeste;3123601;Urbana;507,2;Regular;60,22557313;Adequada;0,39;0;0;0,9;0,1
14826;31141631;MG;Sudeste;3167202;Urbana;528,6;Profissionalizante;60,23271863;Adequada;0,85;0;0;0;1
14827;35299352;SP;Sudeste;3522109;Urbana;565,6;Profissionalizante;60,23801286;Adequada;0,83;0;0;0,8;0,2
14828;35034997;SP;Sudeste;3509254;Urbana;470,5;Regular;60,24048746;Adequada;0,32;0;0;0;1
14829;15061310;PA;Norte;1505007;Urbana;480,9;Regular;60,24308117;Adequada;0,58;0;0;0,58;0,42
14830;31174700;MG;Sudeste;3169406;Urbana;512,5;Regular;60,25315946;Adequada;0,61;0;0;0,27;0,73
14831;31043028;MG;Sudeste;3127701;Urbana;489,9;Regular;60,25596288;Adequada;0,33;0;0;0;1
14832;32007175;ES;Sudeste;3203908;Urbana;496,6;Regular;60,25659374;Adequada;0,67;0;0,5;0;0,5
14833;31319112;MG;Sudeste;3153004;Urbana;499,9;Profissionalizante;60,26021059;Adequada;1;0;0;0,43;0,57
14834;52030660;GO;CO;5201405;Urbana;505,6;Regular;60,26644138;Adequada;0,72;0;0;0;1
14835;31173371;MG;Sudeste;3144607;Urbana;478;Profissionalizante;60,26734482;Adequada;0,23;0;0;1;0
14836;42014956;SC;Sul;4211207;Urbana;478,3;Regular;60,26734482;Adequada;0,42;0;0;1;0
14837;43173136;RS;Sul;4317103;Urbana;470,1;Profissionalizante;60,26734482;Adequada;1;0;1;0;0
14838;33035644;RJ;Sudeste;3306107;Urbana;501,4;Regular;60,27089519;Adequada;0,43;0;0;0,75;0,25
14839;27012166;AL;Nordeste;2702553;Urbana;457;Regular;60,27896418;Adequada;0,42;0;0;1;0
14840;31141674;MG;Sudeste;3167202;Urbana;482;Regular;60,284048;Adequada;0,67;0;0;0;1
14841;31181820;MG;Sudeste;3169901;Rural;494,1;Regular;60,284048;Adequada;0,67;0;0;0,75;0,25
14842;33024480;RJ;Sudeste;3305307;Urbana;517,2;Regular;60,284048;Adequada;1;0;0;0;1
14843;31167291;MG;Sudeste;3170206;Urbana;511,4;Regular;60,284048;Adequada;1;0;0;0,37;0,63
14844;50019660;MS;CO;5003454;Urbana;470;Profissionalizante;60,284048;Adequada;1;0;0,07;0,17;0,77
14845;43037364;RS;Sul;4304507;Rural;526;Regular;60,28658923;Adequada;0,33;0;0;0;1
14846;31055751;MG;Sudeste;3140407;Urbana;504;Regular;60,28704957;Adequada;0,5;0;0;1;0
14847;31056448;MG;Sudeste;3152501;Urbana;475,7;Regular;60,28704957;Adequada;0,85;0;0,3;0;0,7
14848;50021206;MS;CO;5005681;Urbana;470,1;Regular;60,28704957;Adequada;0,61;0;0;1;0
14849;32035080;ES;Sudeste;3201308;Urbana;479;Profissionalizante;60,29082529;Adequada;0,93;0;0,08;0,87;0,05
14850;32063199;ES;Sudeste;3205309;Urbana;485,1;Regular;60,29082529;Adequada;0,3;0;0,04;0,23;0,73
14851;33032939;RJ;Sudeste;3306305;Urbana;486,9;Regular;60,29509875;Adequada;0,38;0;0;0,35;0,65
14852;31015857;MG;Sudeste;3141900;Urbana;505,3;Regular;60,29509875;Adequada;1;0;0,33;0;0,67
14853;43171591;RS;Sul;4314407;Urbana;487;Regular;60,29509875;Adequada;0,83;0;0,13;0,48;0,4
14854;43150659;RS;Sul;4312427;Urbana;515,5;Regular;60,29509875;Adequada;0,8;0;0;0;1
14855;35022147;SP;Sudeste;3503208;Urbana;495,5;Regular;60,29721017;Adequada;0,65;0;0;0,43;0,57
14856;41013239;PR;Sul;4112959;Urbana;480,9;Regular;60,29903984;Adequada;0,33;0;0;1;0
14857;35925822;SP;Sudeste;3515707;Urbana;491,8;Regular;60,30258286;Adequada;0,74;0;0;0;1
14858;25030566;PB;Nordeste;2507002;Urbana;471,9;Profissionalizante;60,30278462;Adequada;0,53;0,04;0;0,68;0,28
14859;24002410;RN;Nordeste;2408003;Urbana;472,1;Regular;60,30824296;Adequada;1;0;0;0,22;0,78
14860;52007022;GO;CO;5212808;Urbana;482,2;Regular;60,30824296;Adequada;0,49;0;0;0;1
14861;31141216;MG;Sudeste;3141108;Urbana;481,6;Regular;60,3097866;Adequada;0,79;0;0;0,29;0,71
14862;31141593;MG;Sudeste;3167202;Urbana;495,3;Regular;60,3097866;Adequada;0,8;0;0;0,13;0,88
14863;41138422;PR;Sul;4125506;Urbana;495,2;Regular;60,3097866;Adequada;1;0;0;0,98;0,02
14864;41387279;PR;Sul;4106902;Urbana;480,7;Regular;60,3097866;Adequada;0,91;0;0,13;0,4;0,47
14865;51052849;MT;CO;5107602;Urbana;447,2;Regular;60,3097866;Adequada;0,38;0;0;0;1
14866;43098550;RS;Sul;4305975;Urbana;463,7;Regular;60,3097866;Adequada;1;0;0;0,67;0,33
14867;43115500;RS;Sul;4315800;Urbana;476,6;Regular;60,3097866;Adequada;0,67;0;0;0,5;0,5
14868;43121772;RS;Sul;4316808;Urbana;468,7;Regular;60,3097866;Adequada;1;0;0;0;1
14869;43139345;RS;Sul;4318705;Urbana;482,2;Regular;60,3097866;Adequada;0,35;0;0;0,71;0,29
14870;23067233;CE;Nordeste;2304400;Urbana;473,8;Regular;60,3162969;Adequada;0,52;0;0;0,79;0,21
14871;23072377;CE;Nordeste;2304400;Urbana;464,4;Regular;60,3162969;Adequada;0,58;0;0;0,57;0,43
14872;22067671;PI;Nordeste;2202307;Urbana;474,8;Profissionalizante;60,3162969;Adequada;0,81;0;0;0,59;0,41
14873;43144144;RS;Sul;4319604;Urbana;538,5;Profissionalizante;60,31909051;Adequada;0,77;0;0,27;0,33;0,39
14874;31172847;MG;Sudeste;3133006;Urbana;519,4;Regular;60,3213152;Adequada;0,24;0;0;0,18;0,82
14875;27235807;AL;Nordeste;2704302;Urbana;482,3;Regular;60,3243199;Adequada;0,86;0;0;0;1
14876;31002585;MG;Sudeste;3106200;Urbana;506,9;Profissionalizante;60,32609123;Adequada;0,33;0;0;0,06;0,94
14877;26122120;PE;Nordeste;2611606;Urbana;532;Cívico-Militar;60,32936711;Adequada;0,94;0;0,21;0,09;0,7
14878;31070157;MG;Sudeste;3162906;Urbana;512,3;Profissionalizante;60,32936711;Adequada;0,72;0;0,35;0,04;0,62
14879;41117905;PR;Sul;4128203;Urbana;491,4;Regular;60,3305569;Adequada;0,75;0;0;0,89;0,11
14880;32034997;ES;Sudeste;3201308;Urbana;469,4;Profissionalizante;60,3305569;Adequada;1;0;0,22;0,78;0
14881;41030125;PR;Sul;4113700;Urbana;478,8;Regular;60,33680556;Adequada;0,67;0;0;1;0
14882;16002393;AP;Norte;1600303;Urbana;486,4;Regular;60,33720798;Adequada;0,83;0;0,12;0,56;0,33
14883;35020643;SP;Sudeste;3530805;Urbana;551,7;Profissionalizante;60,3373808;Adequada;0,92;0;0,07;0,3;0,64
14884;43116787;RS;Sul;4316105;Rural;389,4;Indígena;60,33825039;Adequada;0,67;0;0;0,5;0,5
14885;41137671;PR;Sul;4125506;Urbana;503,8;Profissionalizante;60,3407918;Adequada;0,86;0;0,13;0,87;0
14886;35023218;SP;Sudeste;3529708;Urbana;476;Regular;60,34141469;Adequada;0,06;0;0;0;1
14887;42015758;SC;Sul;4202404;Urbana;500,1;Regular;60,34553536;Adequada;0,45;0;0;1;0
14888;33050767;RJ;Sudeste;3301702;Urbana;524,1;Profissionalizante;60,35104746;Adequada;0,86;0,09;0;0,13;0,78
14889;27004376;AL;Nordeste;2707107;Urbana;477;Regular;60,35111387;Adequada;0,64;0;0;0;1
14890;32009461;ES;Sudeste;3200805;Urbana;496,9;Profissionalizante;60,35111387;Adequada;0,69;0;0;0,98;0,03
14891;26087910;PE;Nordeste;2604007;Urbana;481,1;Regular;60,3618046;Adequada;0,64;0;0;0,19;0,81
14892;31129836;MG;Sudeste;3170503;Urbana;488,1;Profissionalizante;60,36982313;Adequada;0,67;0;0;0,4;0,6
14893;31097551;MG;Sudeste;3122009;Urbana;494,8;Profissionalizante;60,37161082;Adequada;0,67;0;0,23;0,27;0,5
14894;41003713;PR;Sul;4124608;Urbana;493,3;Regular;60,38330044;Adequada;0,13;0;0;1;0
14895;43115942;RS;Sul;4306072;Urbana;485,5;Regular;60,38663671;Adequada;0,48;0;0;0,42;0,58
14896;35025252;SP;Sudeste;3503406;Urbana;503;Regular;60,38784576;Adequada;0,33;0;0;0;1
14897;33014086;RJ;Sudeste;3304755;Urbana;499,4;Regular;60,39355526;Adequada;0,67;0;0;0,58;0,42
14898;22028137;PI;Nordeste;2211001;Urbana;475,8;Profissionalizante;60,40061511;Adequada;0,83;0;0;0,4;0,6
14899;35005976;SP;Sudeste;3518800;Urbana;474,7;Regular;60,40979847;Adequada;0,57;0;0;0;1
14900;35007274;SP;Sudeste;3515707;Urbana;479;Regular;60,40979847;Adequada;0,42;0;0;0,42;0,58
14901;35923199;SP;Sudeste;3518800;Urbana;470,3;Regular;60,40979847;Adequada;0,67;0;0;0;1
14902;35030910;SP;Sudeste;3516002;Urbana;482,4;Regular;60,40979847;Adequada;0,55;0;0;0,52;0,48
14903;35020400;SP;Sudeste;3530706;Urbana;520;Regular;60,41750902;Adequada;0,33;0;0;0;1
14904;33015180;RJ;Sudeste;3302403;Urbana;483,3;Profissionalizante;60,41973426;Adequada;0,84;0;0,23;0,07;0,7
14905;35923424;SP;Sudeste;3518800;Urbana;489,6;Regular;60,42059566;Adequada;0,67;0;0,03;0;0,97
14906;53003578;DF;CO;5300108;Urbana;476,1;EJA;60,42086603;Adequada;0,82;0;0,11;0,32;0,57
14907;35001454;SP;Sudeste;3550308;Urbana;472,5;Regular;60,42380299;Adequada;0,66;0;0;0,52;0,48
14908;31054836;MG;Sudeste;3117801;Urbana;515,1;Profissionalizante;60,42486165;Adequada;0,87;0;0;0,59;0,41
14909;31119024;MG;Sudeste;3148004;Urbana;537,3;Regular;60,42486165;Adequada;0,6;0;0;0,44;0,56
14910;15555186;PA;Norte;1500107;Urbana;474;Regular;60,4284471;Adequada;0,25;0;0;0;1
14911;25033204;PB;Nordeste;2500106;Urbana;467,4;Regular;60,43294189;Adequada;0,33;0;0;0,17;0,83
14912;28016890;SE;Nordeste;2806107;Urbana;472,9;Regular;60,43294189;Adequada;0,88;0;0,31;0,07;0,62
14913;31015032;MG;Sudeste;3105608;Urbana;495,8;Regular;60,43294189;Adequada;0,58;0;0,12;0;0,88
14914;33089124;RJ;Sudeste;3304904;Urbana;459,3;Profissionalizante;60,43294189;Adequada;0,79;0;0;0;1
14915;43130399;RS;Sul;4304713;Urbana;479,7;Profissionalizante;60,43294189;Adequada;0,9;0;0,33;0;0,67
14916;27037053;AL;Nordeste;2704302;Urbana;464,2;Regular;60,43595597;Adequada;0,76;0;0;0,37;0,63
14917;41370627;PR;Sul;4106902;Urbana;481,2;Regular;60,44819798;Adequada;0,67;0;0;0,94;0,06
14918;31056430;MG;Sudeste;3152501;Urbana;496,5;Profissionalizante;60,45273805;Adequada;0,88;0;0;0,72;0,28
14919;35028666;SP;Sudeste;3504602;Urbana;504;Regular;60,45902651;Adequada;0,78;0;0,29;0,2;0,51
14920;35032943;SP;Sudeste;3530201;Urbana;484,3;Regular;60,45902651;Adequada;0,31;0;0;0;1
14921;41077067;PR;Sul;4110953;Urbana;481;Regular;60,46045787;Adequada;0,89;0;0,38;0,63;0
14922;42091942;SC;Sul;4206504;Urbana;499;Regular;60,46087495;Adequada;0,95;0;0;0,49;0,51
14923;42065780;SC;Sul;4203501;Urbana;503,6;Profissionalizante;60,4622759;Adequada;0,47;0;0;1;0
14924;35026104;SP;Sudeste;3541604;Urbana;484,6;Regular;60,46302639;Adequada;0,3;0;0;0,14;0,86
14925;23146990;CE;Nordeste;2307403;Urbana;463,9;Profissionalizante;60,46334224;Adequada;0,65;0;0;0,27;0,73
14926;52054195;GO;CO;5218805;Urbana;480,7;Regular;60,46817939;Adequada;0,38;0;0;0;1
14927;42049725;SC;Sul;4212601;Urbana;495,3;Regular;60,47072161;Adequada;0,46;0;0;1;0
14928;17013453;TO;Norte;1709302;Urbana;474,6;Regular;60,47459673;Adequada;0,66;0;0,63;0,37;0
14929;43013872;RS;Sul;4300604;Urbana;471,9;Regular;60,47459673;Adequada;0,44;0;0;0;1
14930;23243023;CE;Nordeste;2307502;Rural;487,9;Profissionalizante;60,47555862;Adequada;0,33;0;0;1;0
14931;31167487;MG;Sudeste;3170206;Urbana;502,9;Regular;60,47859836;Adequada;0,88;0;0,12;0,25;0,63
14932;43049966;RS;Sul;4306106;Urbana;483,5;Regular;60,47859836;Adequada;0,72;0;0;0,44;0,56
14933;43066950;RS;Sul;4308904;Urbana;494,8;Regular;60,47859836;Adequada;0,47;0;0;1;0
14934;31129861;MG;Sudeste;3171303;Urbana;524,1;Regular;60,48232128;Adequada;1;0;0,1;0,33;0,57
14935;23091240;CE;Nordeste;2309409;Urbana;449,2;Profissionalizante;60,48513946;Adequada;0,55;0;0;0,14;0,86
14936;41110994;PR;Sul;4120606;Rural;525,8;Regular;60,48969512;Adequada;1;0;0,67;0,33;0
14937;11020326;RO;Norte;1101609;Urbana;476;Regular;60,49154503;Adequada;0,58;0;0,08;0,5;0,42
14938;17001595;TO;Norte;1703826;Urbana;471,3;Regular;60,49516994;Adequada;0,69;0;0;0,55;0,45
14939;17005400;TO;Norte;1702109;Urbana;476,8;Regular;60,49516994;Adequada;0,5;0;0;0;1
14940;41067061;PR;Sul;4123501;Urbana;516,6;Profissionalizante;60,49516994;Adequada;0,92;0;0,08;0,92;0
14941;41083652;PR;Sul;4102604;Urbana;487;Regular;60,49516994;Adequada;0,29;0;0;1;0
14942;42083060;SC;Sul;4211504;Urbana;494,5;Profissionalizante;60,49516994;Adequada;0,91;0;0;0,73;0,27
14943;50022393;MS;CO;5004502;Urbana;518,8;Regular;60,49516994;Adequada;1;0;0,19;0,14;0,67
14944;50033654;MS;CO;5003702;Urbana;492,8;Regular;60,49516994;Adequada;1;0;0,28;0,11;0,61
14945;52010350;GO;CO;5218003;Urbana;502;Regular;60,49516994;Adequada;0,35;0;0;0;1
14946;42047722;SC;Sul;4201273;Urbana;514,3;Regular;60,49659496;Adequada;0,32;0;0;0;1
14947;32008503;ES;Sudeste;3205176;Urbana;499,7;Regular;60,49917388;Adequada;0,15;0;0;1;0
14948;35980018;SP;Sudeste;3550308;Urbana;489;Mediação;60,50417911;Adequada;0,4;0;0;0,5;0,5
14949;29304237;BA;Nordeste;2914802;Urbana;547,3;Cívico-Militar;60,50504139;Adequada;0,64;0;0,39;0;0,61
14950;41107250;PR;Sul;4105706;Urbana;496,1;Profissionalizante;60,50719691;Adequada;0,56;0;0;0,79;0,21
14951;35033625;SP;Sudeste;3540002;Urbana;482,6;Regular;60,51029132;Adequada;0,38;0;0;0;1
14952;15066878;PA;Norte;1500107;Urbana;450,2;Regular;60,51737844;Adequada;0,33;0;0;0;1
14953;31185353;MG;Sudeste;3146750;Urbana;496,4;Profissionalizante;60,52087053;Adequada;0,64;0;0;0;1
14954;32047720;ES;Sudeste;3202454;Urbana;512,5;Profissionalizante;60,52087053;Adequada;0,42;0;0;1;0
14955;43128068;RS;Sul;4322376;Urbana;475,7;Regular;60,53095196;Adequada;0,4;0;0;0,4;0,6
14956;33010650;RJ;Sudeste;3301009;Rural;493,8;Regular;60,53270972;Adequada;0,63;0;0;0,12;0,88
14957;33060843;RJ;Sudeste;3303500;Urbana;484,1;Regular;60,53270972;Adequada;0,88;0;0;0,14;0,86
14958;31217352;MG;Sudeste;3170909;Rural;434,7;Regular;60,53289856;Adequada;0,67;0;0;0,5;0,5
14959;41144180;PR;Sul;4109401;Urbana;574,4;EJA;60,53666612;Adequada;0,65;0,13;0,23;0,55;0,1
14960;33061246;RJ;Sudeste;3302858;Urbana;480;Regular;60,53679134;Adequada;0,2;0;0;0;1
14961;33082057;RJ;Sudeste;3304557;Urbana;493,6;Regular;60,53679134;Adequada;0,33;0;0;0;1
14962;35411292;SP;Sudeste;3518800;Urbana;491,9;Regular;60,53679134;Adequada;0,76;0;0;0,5;0,5
14963;26127423;PE;Nordeste;2611606;Urbana;471,3;Regular;60,53785335;Adequada;0,73;0;0;0;1
14964;41071018;PR;Sul;4104808;Urbana;483,8;Regular;60,53785335;Adequada;0,5;0;0;1;0
14965;50014196;MS;CO;5002209;Urbana;466,8;Regular;60,53785335;Adequada;0,52;0;0;0,18;0,82
14966;50015370;MS;CO;5001243;Urbana;459,7;Profissionalizante;60,53785335;Adequada;0,67;0;0;0;1
14967;26186241;PE;Nordeste;2611606;Urbana;477;Regular;60,54160842;Adequada;0,77;0;0;0,15;0,85
14968;32010745;ES;Sudeste;3201506;Urbana;448,2;Regular;60,5458851;Adequada;0,44;0;0;1;0
14969;25042351;PB;Nordeste;2510303;Urbana;500,1;Regular;60,54898286;Adequada;0,87;0;0;0;1
14970;33041628;RJ;Sudeste;3303906;Urbana;497,6;Regular;60,55889903;Adequada;0,63;0;0;0,27;0,73
14971;26120992;PE;Nordeste;2611606;Urbana;492,5;Regular;60,55891136;Adequada;0,78;0,36;0;0;0,64
14972;33096929;RJ;Sudeste;3302700;Urbana;477,7;Regular;60,56110698;Adequada;0,41;0;0;0;1
14973;50009290;MS;CO;5003108;Urbana;485,5;Regular;60,56271265;Adequada;0,72;0;0;0,62;0,38
14974;23073853;CE;Nordeste;2304400;Urbana;485;Regular;60,56608592;Adequada;0,68;0;0,05;0;0,95
14975;27026744;AL;Nordeste;2701308;Urbana;469;Regular;60,57033218;Adequada;0,67;0;0;0,25;0,75
14976;17026172;TO;Norte;1721000;Urbana;485,2;Regular;60,57033218;Adequada;0,37;0;0;0,15;0,85
14977;31114961;MG;Sudeste;3112802;Urbana;502,7;Regular;60,57033218;Adequada;0,69;0;0;0,6;0,4
14978;41050762;PR;Sul;4126207;Urbana;497,7;Profissionalizante;60,57033218;Adequada;0,35;0;0;0,75;0,25
14979;50016032;MS;CO;5003702;Urbana;500,1;Profissionalizante;60,57033218;Adequada;0,81;0;0,14;0,14;0,73
14980;43069126;RS;Sul;4309209;Urbana;496,7;Regular;60,57033218;Adequada;0,53;0;0;0,2;0,8
14981;41015690;PR;Sul;4104303;Urbana;489,9;Regular;60,57276821;Adequada;0,67;0;0,5;0,5;0
14982;43121519;RS;Sul;4320677;Urbana;498,9;Regular;60,57276821;Adequada;0,78;0;0;0,67;0,33
14983;31008753;MG;Sudeste;3118601;Urbana;512,8;Regular;60,5801964;Adequada;0,57;0;0;0,14;0,86
14984;17005000;TO;Norte;1702109;Urbana;474,3;Profissionalizante;60,58026663;Adequada;0,71;0;0;0,23;0,77
14985;28022033;SE;Nordeste;2800670;Urbana;495,4;Profissionalizante;60,5804691;Adequada;0,81;0,08;0,18;0,41;0,33
14986;31331121;MG;Sudeste;3171204;Urbana;568,1;Cívico-Militar;60,5804691;Adequada;1;0;0,33;0;0,67
14987;43123805;RS;Sul;4316907;Urbana;471,4;Regular;60,58312084;Adequada;1;0;0,33;0,67;0
14988;43069410;RS;Sul;4309209;Urbana;485,7;Regular;60,58312084;Adequada;0,65;0;0;0,47;0,53
14989;12011517;AC;Norte;1200401;Urbana;478,6;Regular;60,58349568;Adequada;0,67;0;0,03;0,39;0,58
14990;14000547;RR;Norte;1400100;Urbana;498,5;Regular;60,58661764;Adequada;0,94;0;0;0,71;0,29
14991;17013372;TO;Norte;1709302;Urbana;486,1;Profissionalizante;60,59020473;Adequada;0,45;0;0,4;0,1;0,5
14992;41028430;PR;Sul;4103701;Urbana;486,1;Regular;60,59176061;Adequada;1;0,03;0,08;0,89;0
14993;41135580;PR;Sul;4119152;Urbana;499,5;Profissionalizante;60,59176061;Adequada;1;0;0,04;0,96;0
14994;43043275;RS;Sul;4305108;Urbana;496,4;Regular;60,59176061;Adequada;0,38;0;0;0;1
14995;43171133;RS;Sul;4322400;Urbana;468,7;Regular;60,59176061;Adequada;0,33;0;0;0;1
14996;14000997;RR;Norte;1400100;Urbana;495,5;Regular;60,59463242;Adequada;1;0;0;1;0
14997;50003860;MS;CO;5006408;Urbana;476,1;Regular;60,59832249;Adequada;0,05;0;0;0;1
14998;41045882;PR;Sul;4123907;Rural;505,6;Profissionalizante;60,60121065;Adequada;0,67;0;0;1;0
14999;43096808;RS;Sul;4313904;Urbana;475,1;Regular;60,60233803;Adequada;0,64;0;0;0,63;0,38
15000;50018744;MS;CO;5006606;Urbana;482,3;Profissionalizante;60,60233803;Adequada;0,88;0;0;0;1
15001;41031059;PR;Sul;4113700;Urbana;526,3;Regular;60,60261299;Adequada;0,79;0;0,16;0,84;0
15002;31001716;MG;Sudeste;3106200;Urbana;481,5;Regular;60,60583672;Adequada;0,86;0;0;0,06;0,94
15003;41357051;PR;Sul;4127502;Urbana;500,3;Regular;60,60607388;Adequada;1;0;0,33;0,28;0,39
15004;11019948;RO;Norte;1101302;Urbana;493,7;Regular;60,60724712;Adequada;0,55;0;0;0,61;0,39
15005;41126440;PR;Sul;4105805;Urbana;494,9;Regular;60,60917688;Adequada;1;0;0,22;0,44;0,33
15006;33098786;RJ;Sudeste;3301900;Urbana;481,4;Regular;60,60941055;Adequada;0,91;0;0;0,14;0,86
15007;25095048;PB;Nordeste;2507507;Urbana;489,6;Regular;60,61009029;Adequada;0,67;0;0;0;1
15008;31081426;MG;Sudeste;3143302;Urbana;541,9;Cívico-Militar;60,61171024;Adequada;0,65;0;0;0,75;0,25
15009;35191267;SP;Sudeste;3530607;Urbana;474,4;Regular;60,61240152;Adequada;0,34;0;0;0;1
15010;41001257;PR;Sul;4113502;Urbana;517,6;Profissionalizante;60,61240152;Adequada;0,75;0;0;1;0
15011;35034319;SP;Sudeste;3551207;Urbana;466,7;Regular;60,61240152;Adequada;0,5;0;0;0;1
15012;50001086;MS;CO;5000708;Urbana;480,6;Profissionalizante;60,61240152;Adequada;0,08;0;0;0;1
15013;43038727;RS;Sul;4304606;Urbana;486,5;Regular;60,64104939;Adequada;0,42;0;0,55;0,36;0,09
15014;22026894;PI;Nordeste;2211001;Urbana;482,5;Regular;60,64344136;Adequada;0,68;0;0;0,49;0,51
15015;53004140;DF;CO;5300108;Urbana;350,4;Regular;60,64389698;Adequada;1;0;0;0,67;0,33
15016;41007131;PR;Sul;4118907;Urbana;505,8;Profissionalizante;60,64494838;Adequada;0,83;0;0;1;0
15017;41033930;PR;Sul;4103206;Urbana;484,3;Regular;60,64494838;Adequada;0,58;0;0;1;0
15018;21096058;MA;Nordeste;2105302;Urbana;483,2;Regular;60,64697585;Adequada;0,83;0;0;0,48;0,52
15019;26185113;PE;Nordeste;2613503;Urbana;462,1;Profissionalizante;60,64787141;Adequada;0,36;0;0;1;0
15020;26031914;PE;Nordeste;2603009;Urbana;465,5;Profissionalizante;60,65219447;Adequada;0,35;0;0;0;1
15021;16001923;AP;Norte;1600303;Urbana;480,7;Regular;60,66486261;Adequada;0,76;0;0,13;0,13;0,74
